dist,elev
-2.6742122529944976,286
-2.6637827115281585,286
-2.6533531700617226,286
-2.642923628595383,286
-2.632494087129043,286
-2.632494087129043,286
-2.6220645456626084,287
-2.611635004196173,288
-2.6012054627298333,288
-2.590775921263398,289
-2.580346379796963,289
-2.580346379796963,289
-2.5699168383306237,289
-2.5594872968641877,290
-2.5594872968641877,290
-2.5490577553978486,291
-2.538628213931413,291
-2.538628213931413,291
-2.5281986724650736,292
-2.5281986724650736,292
-2.517769130998638,292
-2.507339589532203,292
-2.496910048065863,292
-2.486480506599428,293
-2.4760509651329925,294
-2.465621423666653,294
-2.465621423666653,294
-2.4551918822002174,295
-2.4447623407338783,295
-2.4343327992674424,296
-2.4239032578011033,296
-2.413473716334668,296
-2.413473716334668,296
-2.403044174868328,296
-2.3926146334018927,296
-2.3821850919354577,297
-2.3717555504691177,297
-2.361326009002682,297
-2.350896467536342,297
-2.350896467536342,297
-2.3404669260699076,297
-2.330037384603472,297
-2.319607843137133,297
-2.309178301670697,297
-2.298748760204358,297
-2.2883192187379224,297
-2.2883192187379224,297
-2.277889677271583,297
-2.2674601358051474,298
-2.257030594338808,298
-2.257030594338808,298
-2.2466010528723728,298
-2.2361715114059373,298
-2.2361715114059373,298
-2.225741969939502,298
-2.2153124284731622,299
-2.2153124284731622,299
-2.204882887006727,299
-2.1944533455403876,299
-2.1944533455403876,299
-2.184023804073952,300
-2.173594262607613,300
-2.163164721141273,300
-2.1527351796748375,300
-2.1527351796748375,300
-2.1423056382084025,300
-2.131876096742063,300
-2.1214465552757233,300
-2.111017013809288,300
-2.1005874723429483,300
-2.090157930876513,300
-2.090157930876513,300
-2.0797283894100778,300
-2.0692988479436423,300
-2.0588693064772072,300
-2.048439765010867,300
-2.038010223544528,300
-2.027580682078092,300
-2.027580682078092,300
-2.017151140611753,300
-2.006721599145318,300
-1.996292057678882,300
-1.985862516212543,300
-1.975432974746203,300
-1.975432974746203,300
-1.965003433279768,300
-1.9545738918133324,300
-1.9441443503469933,300
-1.9337148088806533,300
-1.9232852674142185,300
-1.9128557259477827,300
-1.9128557259477827,300
-1.9024261844813473,300
-1.8919966430150077,300
-1.881567101548668,300
-1.8711375600822329,300
-1.8607080186157976,300
-1.8502784771494576,300
-1.8502784771494576,300
-1.839848935683119,300
-1.829419394216683,300
-1.818989852750248,300
-1.8085603112839084,300
-1.7981307698174729,300
-1.7877012283510374,300
-1.7877012283510374,300
-1.7772716868846978,302
-1.7668421454183587,302
-1.7564126039519237,303
-1.7459830624854875,303
-1.7355535210191486,303
-1.725123979552809,302
-1.7146944380863736,303
-1.704264896619938,302
-1.704264896619938,302
-1.693835355153598,302
-1.683405813687163,301
-1.6729762722208237,300
-1.662546730754388,301
-1.652117189287952,301
-1.6416876478216134,301
-1.6416876478216134,301
-1.6312581063552734,300
-1.6208285648888383,300
-1.6103990234224028,300
-1.6103990234224028,300
-1.5999694819560633,300
-1.5895399404897237,300
-1.5791103990232886,300
-1.5686808575568527,300
-1.5582513160905136,300
-1.547821774624078,300
-1.5373922331576426,300
-1.526962691691303,300
-1.516533150224964,300
-1.506103608758528,300
-1.506103608758528,300
-1.495674067292093,300
-1.4852445258257534,300
-1.474814984359318,299
-1.4643854428928824,299
-1.4539559014265433,299
-1.4435263599602033,299
-1.4330968184937682,299
-1.4330968184937682,299
-1.4226672770273328,298
-1.4122377355609932,298
-1.4018081940946536,297
-1.3913786526282186,297
-1.3809491111617826,297
-1.370519569695444,297
-1.370519569695444,297
-1.360090028229008,297
-1.349660486762669,296
-1.339230945296329,296
-1.3288014038298943,296
-1.318371862363458,296
-1.3079423208970231,296
-1.2975127794305874,296
-1.2870832379642485,295
-1.2870832379642485,295
-1.2766536964979085,295
-1.2662241550314737,295
-1.2557946135650373,295
-1.2453650720986986,294
-1.2349355306323586,294
-1.2245059891659236,294
-1.2140764476994876,294
-1.203646906233149,293
-1.1932173647668094,294
-1.1932173647668094,294
-1.182787823300374,293
-1.1723582818339384,293
-1.1619287403675989,293
-1.1514991989012595,294
-1.1410696574348238,293
-1.1306401159683883,294
-1.1306401159683883,294
-1.1202105745020492,294
-1.1097810330356142,294
-1.0993514915691782,294
-1.0993514915691782,294
-1.088921950102839,294
-1.0784924086364036,293
-1.068062867170064,294
-1.0576333257036286,293
-1.0576333257036286,293
-1.04720378423729,293
-1.0367742427708535,294
-1.0367742427708535,294
-1.0263447013045148,295
-1.0159151598380785,294
-1.0159151598380785,294
-1.005485618371644,295
-0.9950560769053034,296
-0.9950560769053034,296
-0.9846265354388688,296
-0.9741969939724332,296
-0.9637674525060936,297
-0.9533379110396584,297
-0.9429083695733196,297
-0.9324788281068832,297
-0.9324788281068832,297
-0.9220492866404486,296
-0.9116197451740122,295
-0.9011902037076736,295
-0.8907606622412372,294
-0.8907606622412372,294
-0.8803311207748985,294
-0.869901579308463,293
-0.8594720378421234,293
-0.8490424963757839,292
-0.8386129549093493,291
-0.8386129549093493,291
-0.8281834134429129,290
-0.8177538719764783,290
-0.8073243305101387,290
-0.7968947890437033,290
-0.7968947890437033,290
-0.7864652475773637,290
-0.7760357061109282,291
-0.7656061646445886,290
-0.7551766231782491,290
-0.7447470817118136,292
-0.734317540245474,293
-0.7238879987790385,293
-0.7134584573126039,294
-0.7030289158461676,296
-0.7030289158461676,296
-0.6925993743798289,298
-0.6821698329133934,299
-0.6717402914470538,299
-0.6613107499807143,300
-0.6508812085142788,301
-0.6404516670479392,301
-0.6300221255815046,300
-0.6195925841150673,301
-0.6195925841150673,301
-0.6091630426487287,300
-0.5987335011822932,300
-0.5883039597159545,300
-0.5778744182496149,300
-0.5674448767831795,300
-0.557015335316839,300
-0.5465857938504044,300
-0.5361562523839689,300
-0.5361562523839689,300
-0.5257267109175334,300
-0.5152971694511939,300
-0.5048676279847593,300
-0.4944380865184188,300
-0.4840085450520792,300
-0.47357900358564375,300
-0.4631494621193051,300
-0.4527199206528696,299
-0.4422903791864341,299
-0.4422903791864341,299
-0.4318608377200937,299
-0.42143129625365905,299
-0.4110017547872235,299
-0.4005722133207881,299
-0.3901426718544485,298
-0.3797131303880139,298
-0.36928358892167346,298
-0.36928358892167346,298
-0.3588540474553339,298
-0.3484245059888984,298
-0.3379949645225597,297
-0.32756542305612424,297
-0.31713588158978556,297
-0.3067063401233483,297
-0.2962767986569137,297
-0.28584725719057413,297
-0.28584725719057413,297
-0.27541771572413953,297
-0.2649881742577991,297
-0.2545586327913645,297
-0.24412909132502403,296
-0.23369954985858943,296
-0.22327000839215305,297
-0.2128404669258144,296
-0.2024109254593789,296
-0.1919813839930402,296
-0.1919813839930402,296
-0.18155184252660295,296
-0.17112230106026427,296
-0.1606927595939247,296
-0.1502632181274901,295
-0.13983367666115054,295
-0.12940413519471416,295
-0.11897459372827868,295
-0.10854505226184408,295
-0.09811551079550453,295
-0.09811551079550453,295
-0.08768596932916495,295
-0.07725642786272946,295
-0.0668268863963899,295
-0.05639734492995441,295
-0.04596780346361484,295
-0.03553826199717935,296
-0.02510872053074475,297
-0.01467917906440519,297
-0.00424963759796881,297
-0.00424963759796881,297
0.00617990386846667,298
0.01660944533490127,298
0.02703898680124084,298
0.03746852826767632,298
0.03746852826767632,298
0.03746852826767632,298
0.04789806973401589,298
0.05832761120035545,299
0.06875715266679094,299
0.06875715266679094,299
0.07918669413313051,299
0.089616235599566,299
0.1000457770660006,300
0.11047531853234016,301
0.12090485999877564,302
0.12090485999877564,302
0.1313344014651161,303
0.1417639429315507,305
0.15219348439789027,304
0.1626230258643249,305
0.17305256733066532,306
0.1834821087971008,307
0.1939116502635363,305
0.20434119172987497,306
0.20434119172987497,306
0.21477073319631135,306
0.22520027466265,306
0.22520027466265,306
0.22520027466265,306
0.2356298161290855,305
0.24605935759542508,306
0.25648889906186145,307
0.26691844052820013,307
0.2773479819946356,308
0.2773479819946356,308
0.2877775234610702,308
0.2982070649274098,307
0.30863660639375023,307
0.31906614786018483,307
0.3294956893265244,306
0.3294956893265244,306
0.3399252307929599,306
0.35035477225929945,305
0.3607843137257341,305
0.3712138551920745,304
0.38164339665851,304
0.38164339665851,304
0.3920729381249455,303
0.40250247959128416,303
0.4129320210576237,302
0.4233615625240583,301
0.43379110399039966,301
0.43379110399039966,301
0.43379110399039966,301
0.44422064545683426,301
0.4546501869231738,301
0.4650797283896084,301
0.475509269855948,301
0.4859388113223844,301
0.4859388113223844,301
0.49636835278881986,301
0.5067978942551585,301
0.5172274357215949,301
0.5276569771879336,302
0.5380865186543691,302
0.5485160601207086,302
0.5589456015871441,302
0.5693751430534837,303
0.5798046845199192,303
0.5902342259862579,303
0.5902342259862579,303
0.6006637674526933,303
0.6110933089191288,303
0.6215228503854693,304
0.6319523918519039,304
0.6423819333182434,304
0.652811474784583,304
0.6632410162510185,305
0.673670557717454,305
0.6841000991838895,305
0.694529640650229,305
0.694529640650229,305
0.7049591821166645,305
0.7153887235830991,305
0.7258182650494387,306
0.7362478065158742,306
0.7466773479822146,306
0.7571068894485533,306
0.7675364309149888,306
0.7779659723814243,306
0.7779659723814243,306
0.7883955138477639,306
0.7988250553141034,306
0.8092545967805389,306
0.8196841382469744,306
0.8301136797134099,306
0.8405432211797486,306
0.8509727626460881,306
0.8614023041125236,306
0.8718318455788641,307
0.8822613870452987,306
0.8822613870452987,306
0.8926909285117341,307
0.9031204699780728,307
0.9135500114444124,307
0.9239795529108488,306
0.9344090943772844,306
0.9448386358437189,306
0.9552681773100592,306
0.965697718776398,306
0.9761272602428336,306
0.986556801709268,306
0.986556801709268,306
0.9969863431756084,306
1.007415884641948,306
1.0178454261083836,306
1.0282749675748182,307
1.0387045090411575,307
1.0491340505074982,307
1.0595635919739337,307
1.0699931334403685,307
1.0804226749067078,307
1.0804226749067078,307
1.0908522163731431,307
1.1012817578395788,307
1.1117112993059184,307
1.122140840772258,307
1.1325703822386934,308
1.142999923705129,308
1.1534294651714676,308
1.163859006637903,309
1.1742885481042435,309
1.1742885481042435,309
1.184718089570679,310
1.1951476310371136,310
1.2055771725034532,311
1.2160067139697928,311
1.2264362554362291,312
1.2368657969026635,312
1.2472953383690033,313
1.257724879835342,314
1.2681544213017784,315
1.2681544213017784,315
1.278583962768213,315
1.2890135042346484,317
1.299443045700988,316
1.3098725871673276,318
1.320302128633763,318
1.3307316701001015,318
1.3411612115665372,319
1.3515907530329745,319
1.3620202944993132,321
1.3620202944993132,321
1.3724498359657489,320
1.3828793774321833,322
1.3933089188985237,322
1.4037384603648624,323
1.414168001831297,323
1.4245975432977334,324
1.435027084764073,324
1.4454566262304125,325
1.455886167696847,325
1.455886167696847,325
1.4663157091632826,326
1.476745250629623,325
1.4871747920960583,325
1.4976043335624931,325
1.508033875028833,325
1.5184634164951722,325
1.5288929579616075,324
1.5393224994280423,323
1.5393224994280423,323
1.5497520408944787,322
1.5601815823608185,323
1.5706111238271578,321
1.5810406652935924,321
1.591470206760028,320
1.6018997482263684,321
1.6123292896927062,320
1.6227588311591423,320
1.6331883726255771,320
1.6331883726255771,320
1.6331883726255771,320
1.6331883726255771,320
1.6436179140919167,320
1.6540474555582554,320
1.6644769970246929,320
1.6749065384911273,320
1.6853360799574668,320
1.6957656214238055,320
1.6957656214238055,320
1.706195162890242,320
1.7166247043566765,321
1.727054245823017,321
1.7374837872893556,322
1.747913328755792,321
1.7583428702222266,322
1.768772411688662,322
1.768772411688662,322
1.7792019531550016,322
1.7896314946214362,323
1.8000610360878715,322
1.810490577554212,322
1.8209201190205515,322
1.8209201190205515,322
1.8313496604869863,321
1.841779201953421,321
1.8522087434197605,320
1.8626382848861016,320
1.8730678263525364,320
1.883497367818876,320
1.8939269092853104,320
1.8939269092853104,320
1.904356450751746,320
1.9147859922180863,320
1.925215533684426,320
1.9356450751508607,320
1.946074616617296,322
1.946074616617296,322
1.9565041580837328,322
1.9669336995500704,324
1.9773632410165076,326
1.9877927824828463,325
1.998222323949186,327
2.0086518654156205,329
2.0086518654156205,329
2.019081406882057,329
2.0295109483483955,330
2.039940489814833,330
2.0503700312811706,330
2.060799572747607,330
2.0712291142140415,330
2.081658655680381,330
2.081658655680381,330
2.0920881971468166,329
2.102517738613157,328
2.1129472800795916,328
2.123376821545931,326
2.1338063630123667,325
2.1442359044788013,323
2.154665445945141,322
2.154665445945141,322
2.1650949874115772,321
2.175524528877917,321
2.1859540703443514,321
2.196383611810691,320
2.2068131532770305,320
2.217242694743467,320
2.2276722362098065,320
2.2276722362098065,320
2.238101777676241,320
2.248531319142677,320
2.258960860609111,320
2.2693904020754507,320
2.2798199435418853,320
2.290249485008226,320
2.3006790264746613,320
2.311108567941001,320
2.3215381094073404,320
2.3215381094073404,320
2.331967650873775,320
2.3423971923401155,320
2.352826733806551,320
2.3632562752729855,319
2.373685816739325,318
2.3841153582057606,317
2.3945448996721,316
2.3945448996721,316
2.4049744411385348,315
2.415403982604972,315
2.4258335240713107,314
2.436263065537747,312
2.446692607004085,311
2.4571221484705212,311
2.467551689936861,312
2.477981231403297,311
2.488410772869732,311
2.488410772869732,311
2.4988403143360713,311
2.509269855802506,311
2.5196993972688455,311
2.530128938735281,311
2.5405584802016214,312
2.5509880216679592,311
2.5614175631343947,311
2.5718471046007343,311
2.582276646067169,311
2.582276646067169,311
2.5927061875335093,311
2.603135728999945,310
2.613565270466381,310
2.623994811932719,310
2.6344243533991554,310
2.644853894865494,310
2.6552834363319313,310
2.665712977798366,310
2.665712977798366,310
2.6761425192647055,310
2.686572060731141,310
2.6970016021974805,310
2.707431143663915,310
2.7178606851303497,310
2.72829022659669,310
2.7387197680631257,310
2.7491493095294652,310
2.7491493095294652,310
2.7595788509959,310
2.7700083924622394,310
2.78043793392858,310
2.7908674753950153,310
2.801297016861355,310
2.8117265583277895,310
2.822156099794129,310
2.832585641260565,310
2.843015182727,310
2.843015182727,310
2.8534447241933396,310
2.863874265659775,310
2.8743038071261147,310
2.8847333485925493,310
2.895162890058889,310
2.905592431525325,310
2.91602197299176,310
2.9264515144580994,310
2.9264515144580994,310
2.936881055924534,310
2.9473105973908744,310
2.957740138857309,309
2.9681696803237463,308
2.978599221790084,308
2.9890287632565204,307
2.999458304722859,306
3.0098878461892955,304
3.0098878461892955,304
3.02031738765573,304
3.0307469291220706,303
3.041176470588505,302
3.0516060120548456,302
3.06203555352128,301
3.0724650949877166,300
3.0828946364540553,300
3.09332417792049,300
3.1037537193868303,300
3.1037537193868303,300
3.114183260853265,300
3.124612802319606,300
3.13504234378604,300
3.1454718852523804,300
3.155901426718719,300
3.1663309681851537,300
3.176760509651496,300
3.176760509651496,300
3.1871900511179305,300
3.197619592584269,300
3.208049134050704,300
3.21847867551714,301
3.228908216983479,301
3.2393377584499135,301
3.249767299916254,302
3.249767299916254,302
3.2601968413826903,302
3.270626382849125,302
3.2810559243154636,303
3.2914854657819,303
3.3019150072482404,303
3.312344548714675,303
3.3227740901811114,302
3.33320363164745,302
3.33320363164745,302
3.3436331731138846,302
3.3540627145802233,302
3.3644922560466597,303
3.3749217975129984,303
3.385351338979339,303
3.3957808804457734,304
3.406210421912114,304
3.4166399633785485,305
3.4166399633785485,305
3.427069504844889,305
3.4374990463113235,306
3.44792858777776,307
3.4583581292440986,308
3.468787670710535,310
3.468787670710535,310
3.4792172121768736,310
3.48964675364331,310
3.5000762951097446,310
3.510505836576085,310
3.5209353780425197,310
3.5209353780425197,310
3.53136491950886,310
3.5417944609752947,310
3.552224002441635,310
3.5626535439080698,310
3.5626535439080698,310
3.5626535439080698,310
3.5730830853745044,310
3.583512626840845,310
3.583512626840845,310
3.5939421683072794,310
3.604371709773618,310
3.6148012512400545,310
3.625230792706393,310
3.6356603341727336,310
3.64608987563917,310
3.64608987563917,310
3.6565194171055087,310
3.6669489585719433,310
3.677378500038379,310
3.6878080415047183,310
3.6982375829711542,310
3.6982375829711542,310
3.708667124437494,310
3.719096665903928,310
3.729526207370364,310
3.739955748836703,310
3.739955748836703,310
3.7503852903031394,310
3.7503852903031394,310
3.76081483176948,311
3.7712443732359127,312
3.781673914702253,314
3.792103456168688,315
3.802532997635126,316
3.802532997635126,316
3.812962539101465,317
3.823392080567899,318
3.833821622034238,317
3.844251163500577,318
3.854680704967013,318
3.8651102464333538,318
3.875539787899788,318
3.875539787899788,318
3.885969329366128,318
3.896398870832563,317
3.9068284122989017,317
3.9068284122989017,317
3.917257953765338,318
3.917257953765338,318
3.917257953765338,318
3.9276874952317744,318
3.938117036698113,318
3.948546578164548,318
3.9589761196308864,318
3.9694056610973223,318
3.9694056610973223,318
3.9694056610973223,318
3.979835202563663,318
3.990264744030098,317
3.990264744030098,317
3.990264744030098,317
4.000694285496534,318
4.011123826962873,318
4.011123826962873,318
4.0215533684292115,318
4.031982909895648,318
4.031982909895648,318
4.0424124513620825,318
4.052841992828519,318
4.052841992828519,318
4.0632715342948575,318
4.073701075761294,318
4.0841306172277285,317
4.094560158694067,317
4.104989700160409,318
4.115419241626844,318
4.125848783093183,317
4.125848783093183,317
4.136278324559619,318
4.146707866026054,318
4.146707866026054,318
4.157137407492392,317
4.167566948958735,318
4.177996490425167,317
4.188426031891604,317
4.198855573358038,317
4.209285114824377,317
4.209285114824377,317
4.219714656290813,316
4.230144197757152,317
4.240573739223493,316
4.240573739223493,316
4.251003280689929,316
4.261432822156362,317
4.271862363622702,316
4.282291905089139,316
4.292721446555477,316
4.292721446555477,316
4.303150988021818,315
4.313580529488252,315
4.324010070954687,314
4.324010070954687,314
4.334439612421027,314
4.344869153887366,313
4.344869153887366,313
4.355298695353802,312
4.365728236820239,311
4.376157778286673,310
4.38658731975311,310
4.3970168612194485,310
4.407446402685787,310
4.417875944152225,310
4.428305485618658,310
4.438735027084999,310
4.438735027084999,310
4.449164568551433,310
4.459594110017774,310
4.470023651484112,310
4.480453192950549,310
4.490882734416983,310
4.501312275883322,310
4.511741817349661,310
4.522171358816099,310
4.532600900282532,310
4.543030441748874,310
4.543030441748874,310
4.5534599832152125,310
4.563889524681647,310
4.5743190661480835,310
4.584748607614422,310
4.595178149080857,310
4.605607690547293,310
4.616037232013632,310
4.626466773480068,310
4.636896314946503,310
4.6473258564128415,310
4.6473258564128415,310
4.657755397879184,309
4.6681849393456165,309
4.678614480812053,309
4.689044022278393,309
4.699473563744732,309
4.709903105211167,309
4.720332646677603,309
4.730762188143942,308
4.741191729610282,308
4.751621271076717,308
4.751621271076717,308
4.762050812543151,309
4.772480354009492,309
4.782909895475832,309
4.793339436942267,309
4.803768978408703,309
4.814198519875138,309
4.824628061341574,310
4.835057602807913,310
4.8454871442742515,310
4.85591668574069,310
4.85591668574069,310
4.866346227207027,310
4.876775768673463,310
4.887205310139898,310
4.897634851606238,310
4.908064393072577,310
4.918493934539013,310
4.928923476005448,310
4.939353017471786,310
4.949782558938125,310
4.960212100404563,310
4.970641641870996,310
4.970641641870996,310
4.981071183337338,310
4.991500724803677,310
5.00193026627011,310
5.012359807736548,310
5.0227893492028866,310
5.033218890669323,310
5.0436484321357575,310
5.054077973602096,310
5.064507515068533,310
5.074937056534873,310
5.08536659800121,310
5.08536659800121,310
5.095796139467648,310
5.106225680934081,310
5.116655222400517,310
5.127084763866858,310
5.137514305333196,310
5.147943846799631,310
5.158373388266067,310
5.168802929732406,310
5.1792324711987465,310
5.189662012665181,310
5.189662012665181,310
5.200091554131616,310
5.210521095598052,309
5.220950637064391,309
5.231380178530731,309
5.241809719997168,309
5.2522392614636,308
5.262668802929941,308
5.27309834439628,308
5.283527885862716,308
5.293957427329152,308
5.304386968795491,308
5.314816510261926,308
5.314816510261926,308
5.325246051728362,308
5.335675593194701,308
5.346105134661041,308
5.356534676127476,308
5.366964217593912,308
5.377393759060251,309
5.387823300526589,309
5.398252841993026,309
5.408682383459462,309
5.419111924925801,309
5.429541466392237,309
5.429541466392237,309
5.439971007858672,310
5.450400549325012,310
5.460830090791351,310
5.471259632257787,310
5.481689173724222,310
5.492118715190561,310
5.492118715190561,310
5.502548256656997,310
5.512977798123432,310
5.52340733958977,310
5.5338368810561125,310
5.544266422522545,309
5.554695963988982,309
5.565125505455322,309
5.575555046921755,309
5.575555046921755,309
5.585984588388095,309
5.596414129854436,309
5.6068436713208705,309
5.617273212787307,308
5.6277027542536455,308
5.638132295719986,308
5.648561837186422,308
5.648561837186422,308
5.658991378652761,308
5.669420920119196,308
5.679850461585632,307
5.690280003051971,307
5.700709544518405,307
5.711139085984842,307
5.711139085984842,307
5.721568627451278,307
5.731998168917617,307
5.742427710383955,307
5.75285725185039,307
5.75285725185039,307
5.76328679331673,306
5.773716334783165,306
5.784145876249603,306
5.79457541771594,306
5.8050049591823765,306
5.8050049591823765,306
5.815434500648715,305
5.8258640421151515,305
5.836293583581586,305
5.846723125047927,305
5.846723125047927,305
5.857152666514265,304
5.867582207980702,304
5.8780117494470385,304
5.8780117494470385,304
5.888441290913477,304
5.898870832379815,304
5.909300373846252,303
5.91972991531259,303
5.930159456779025,303
5.940588998245364,303
5.951018539711802,302
5.951018539711802,302
5.961448081178235,302
5.971877622644577,303
5.98230716411101,303
5.992736705577446,303
6.0031662470437865,303
6.013595788510219,304
6.024025329976562,304
6.034454871442996,304
6.034454871442996,304
6.044884412909335,304
6.055313954375771,305
6.06574349584211,305
6.0761730373085445,305
6.086602578774981,306
6.09703212024132,306
6.09703212024132,306
6.107461661707756,306
6.117891203174096,307
6.128320744640529,307
6.13875028610687,307
6.149179827573306,307
6.159609369039645,307
6.170038910506081,307
6.170038910506081,307
6.180468451972516,307
6.190897993438854,307
6.201327534905195,307
6.211757076371629,306
6.22218661783797,306
6.2326161593044045,306
6.243045700770745,306
6.2534752422371795,306
6.2534752422371795,306
6.263904783703518,306
6.274334325169955,306
6.284763866636293,305
6.29519340810273,305
6.305622949569164,305
6.316052491035503,305
6.326482032501939,305
6.326482032501939,305
6.33691157396828,305
6.347341115434714,305
6.357770656901055,304
